instant,Date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp(°C),atemp,humidity(%),windspeed,Casual,Member,Total_rides,Weekday,Season
4546,2011-07-13,3,0,7,7,False,2,True,1,27.7,30.0,55.0,27.4,32,281,313,Wednesday,Summer
4547,2011-07-13,3,0,7,8,False,2,True,1,29.6,33.0,49.0,27.4,31,418,449,Wednesday,Summer
4548,2011-07-13,3,0,7,9,False,2,True,1,30.5,33.0,41.0,20.9,23,163,186,Wednesday,Summer
4549,2011-07-13,3,0,7,10,False,2,True,1,30.5,34.0,46.0,20.9,33,80,113,Wednesday,Summer
4550,2011-07-13,3,0,7,11,False,2,True,1,31.5,33.0,39.0,17.7,55,110,165,Wednesday,Summer
4551,2011-07-13,3,0,7,12,False,2,True,1,31.5,34.0,41.0,30.6,40,134,174,Wednesday,Summer
4552,2011-07-13,3,0,7,13,False,2,True,3,30.5,34.0,46.0,14.5,39,119,158,Wednesday,Summer
4553,2011-07-13,3,0,7,14,False,2,True,3,30.5,34.0,46.0,14.5,27,89,116,Wednesday,Summer
4554,2011-07-13,3,0,7,15,False,2,True,3,22.1,21.0,94.0,14.5,13,33,46,Wednesday,Summer
4555,2011-07-13,3,0,7,16,False,2,True,2,23.0,23.0,89.0,0.0,23,118,141,Wednesday,Summer
4556,2011-07-13,3,0,7,17,False,2,True,1,24.9,28.0,79.0,0.0,70,418,488,Wednesday,Summer
4557,2011-07-13,3,0,7,18,False,2,True,1,25.8,30.0,79.0,14.5,51,412,463,Wednesday,Summer
4558,2011-07-13,3,0,7,19,False,2,True,1,24.9,28.0,79.0,11.3,79,340,419,Wednesday,Summer
4559,2011-07-13,3,0,7,20,False,2,True,1,24.9,28.0,84.0,17.7,61,281,342,Wednesday,Summer
4560,2011-07-13,3,0,7,21,False,2,True,1,24.9,28.0,79.0,11.3,56,194,250,Wednesday,Summer
4561,2011-07-13,3,0,7,22,False,2,True,1,24.0,26.0,83.0,20.9,48,136,184,Wednesday,Summer
4562,2011-07-13,3,0,7,23,False,2,True,1,23.0,24.0,83.0,27.4,33,83,116,Wednesday,Summer
4563,2011-07-14,3,0,7,0,False,3,True,1,23.0,25.0,69.0,32.2,14,32,46,Thursday,Summer
4564,2011-07-14,3,0,7,1,False,3,True,1,23.0,25.0,61.0,27.4,4,21,25,Thursday,Summer
4565,2011-07-14,3,0,7,2,False,3,True,1,22.1,25.0,57.0,32.2,3,7,10,Thursday,Summer
4566,2011-07-14,3,0,7,3,False,3,True,1,21.1,25.0,57.0,32.2,1,5,6,Thursday,Summer
4567,2011-07-14,3,0,7,4,False,3,True,1,21.1,25.0,53.0,27.4,0,6,6,Thursday,Summer
4568,2011-07-14,3,0,7,5,False,3,True,1,20.2,25.0,56.0,24.1,6,22,28,Thursday,Summer
4569,2011-07-14,3,0,7,6,False,3,True,1,20.2,24.0,60.0,24.1,14,116,130,Thursday,Summer
4570,2011-07-14,3,0,7,7,False,3,True,1,21.1,25.0,53.0,27.4,23,311,334,Thursday,Summer
4571,2011-07-14,3,0,7,8,False,3,True,1,22.1,25.0,50.0,38.6,53,433,486,Thursday,Summer
4572,2011-07-14,3,0,7,9,False,3,True,1,24.0,26.0,47.0,30.6,29,195,224,Thursday,Summer
4573,2011-07-14,3,0,7,10,False,3,True,1,24.9,26.0,42.0,27.4,32,95,127,Thursday,Summer
4574,2011-07-14,3,0,7,11,False,3,True,1,25.8,27.0,37.0,24.1,38,110,148,Thursday,Summer
4575,2011-07-14,3,0,7,12,False,3,True,1,26.8,27.0,35.0,27.4,51,172,223,Thursday,Summer
4576,2011-07-14,3,0,7,13,False,3,True,1,27.7,28.0,33.0,35.4,39,138,177,Thursday,Summer
4577,2011-07-14,3,0,7,14,False,3,True,1,26.8,27.0,35.0,30.6,49,129,178,Thursday,Summer
4578,2011-07-14,3,0,7,15,False,3,True,1,27.7,28.0,33.0,32.2,42,138,180,Thursday,Summer
4579,2011-07-14,3,0,7,16,False,3,True,1,27.7,28.0,33.0,14.5,43,231,274,Thursday,Summer
4580,2011-07-14,3,0,7,17,False,3,True,1,26.8,27.0,37.0,14.5,78,517,595,Thursday,Summer
4581,2011-07-14,3,0,7,18,False,3,True,1,25.8,27.0,42.0,20.9,94,484,578,Thursday,Summer
4582,2011-07-14,3,0,7,19,False,3,True,1,25.8,27.0,39.0,24.1,67,333,400,Thursday,Summer
4583,2011-07-14,3,0,7,20,False,3,True,1,24.9,26.0,42.0,24.1,81,267,348,Thursday,Summer
4584,2011-07-14,3,0,7,21,False,3,True,1,23.0,25.0,50.0,14.5,58,203,261,Thursday,Summer
4585,2011-07-14,3,0,7,22,False,3,True,1,22.1,25.0,57.0,9.7,42,134,176,Thursday,Summer
4586,2011-07-14,3,0,7,23,False,3,True,1,22.1,24.0,65.0,27.4,27,97,124,Thursday,Summer
4587,2011-07-15,3,0,7,0,False,4,True,1,21.1,23.0,73.0,24.1,23,57,80,Friday,Summer
4588,2011-07-15,3,0,7,1,False,4,True,1,21.1,23.0,73.0,20.9,7,13,20,Friday,Summer
4589,2011-07-15,3,0,7,2,False,4,True,1,20.2,22.0,78.0,17.7,16,22,38,Friday,Summer
4590,2011-07-15,3,0,7,3,False,4,True,1,20.2,23.0,73.0,20.9,1,6,7,Friday,Summer
4591,2011-07-15,3,0,7,4,False,4,True,1,20.2,23.0,73.0,17.7,2,8,10,Friday,Summer
4592,2011-07-15,3,0,7,5,False,4,True,1,20.2,23.0,73.0,14.5,7,16,23,Friday,Summer
4593,2011-07-15,3,0,7,6,False,4,True,2,20.2,23.0,73.0,11.3,12,108,120,Friday,Summer
4594,2011-07-15,3,0,7,7,False,4,True,1,22.1,24.0,65.0,11.3,17,257,274,Friday,Summer
4595,2011-07-15,3,0,7,8,False,4,True,1,22.1,24.0,65.0,27.4,50,514,564,Friday,Summer
4596,2011-07-15,3,0,7,9,False,4,True,1,24.0,26.0,54.0,20.9,31,176,207,Friday,Summer
4597,2011-07-15,3,0,7,10,False,4,True,2,23.0,25.0,61.0,17.7,59,107,166,Friday,Summer
4598,2011-07-15,3,0,7,11,False,4,True,1,24.9,27.0,54.0,14.5,73,137,210,Friday,Summer
4599,2011-07-15,3,0,7,12,False,4,True,1,24.9,27.0,48.0,20.9,61,177,238,Friday,Summer
4600,2011-07-15,3,0,7,13,False,4,True,1,24.9,27.0,54.0,20.9,85,162,247,Friday,Summer
4601,2011-07-15,3,0,7,14,False,4,True,1,24.9,27.0,51.0,20.9,105,160,265,Friday,Summer
4602,2011-07-15,3,0,7,15,False,4,True,1,25.8,27.0,45.0,17.7,74,163,237,Friday,Summer
4603,2011-07-15,3,0,7,16,False,4,True,1,25.8,28.0,51.0,20.9,96,265,361,Friday,Summer
4604,2011-07-15,3,0,7,17,False,4,True,1,26.8,28.0,42.0,27.4,104,483,587,Friday,Summer
4605,2011-07-15,3,0,7,18,False,4,True,1,25.8,27.0,45.0,24.1,102,394,496,Friday,Summer
4606,2011-07-15,3,0,7,19,False,4,True,1,24.9,26.0,45.0,24.1,114,280,394,Friday,Summer
4607,2011-07-15,3,0,7,20,False,4,True,1,24.9,27.0,51.0,24.1,92,251,343,Friday,Summer
4608,2011-07-15,3,0,7,21,False,4,True,1,23.0,25.0,54.0,11.3,75,186,261,Friday,Summer
4609,2011-07-15,3,0,7,22,False,4,True,1,23.0,25.0,57.0,24.1,71,152,223,Friday,Summer
4610,2011-07-15,3,0,7,23,False,4,True,1,22.1,25.0,61.0,17.7,41,126,167,Friday,Summer
4611,2011-07-16,3,0,7,0,False,5,False,1,21.1,24.0,65.0,20.9,42,68,110,Saturday,Summer
4612,2011-07-16,3,0,7,1,False,5,False,1,20.2,23.0,69.0,11.3,24,51,75,Saturday,Summer
4613,2011-07-16,3,0,7,2,False,5,False,1,20.2,23.0,73.0,14.5,10,48,58,Saturday,Summer
4614,2011-07-16,3,0,7,3,False,5,False,1,20.2,22.0,78.0,14.5,6,20,26,Saturday,Summer
4615,2011-07-16,3,0,7,4,False,5,False,1,20.2,23.0,73.0,9.7,9,7,16,Saturday,Summer
4616,2011-07-16,3,0,7,5,False,5,False,1,19.3,20.0,78.0,9.7,4,6,10,Saturday,Summer
4617,2011-07-16,3,0,7,6,False,5,False,1,20.2,22.0,78.0,17.7,16,21,37,Saturday,Summer
4618,2011-07-16,3,0,7,7,False,5,False,1,21.1,23.0,73.0,14.5,14,38,52,Saturday,Summer
4619,2011-07-16,3,0,7,8,False,5,False,1,23.0,25.0,65.0,17.7,37,90,127,Saturday,Summer
4620,2011-07-16,3,0,7,9,False,5,False,1,24.9,27.0,54.0,24.1,72,150,222,Saturday,Summer
4621,2011-07-16,3,0,7,10,False,5,False,1,25.8,28.0,54.0,20.9,114,208,322,Saturday,Summer
4622,2011-07-16,3,0,7,11,False,5,False,1,26.8,28.0,48.0,24.1,171,225,396,Saturday,Summer
4623,2011-07-16,3,0,7,12,False,5,False,1,27.7,29.0,43.0,30.6,187,276,463,Saturday,Summer
4624,2011-07-16,3,0,7,13,False,5,False,1,27.7,29.0,45.0,32.2,221,276,497,Saturday,Summer
4625,2011-07-16,3,0,7,14,False,5,False,1,26.8,28.0,45.0,32.2,201,232,433,Saturday,Summer
4626,2011-07-16,3,0,7,15,False,5,False,1,27.7,29.0,45.0,35.4,205,223,428,Saturday,Summer
4627,2011-07-16,3,0,7,16,False,5,False,1,27.7,29.0,45.0,30.6,183,242,425,Saturday,Summer
4628,2011-07-16,3,0,7,17,False,5,False,1,27.7,29.0,45.0,24.1,234,241,475,Saturday,Summer
4629,2011-07-16,3,0,7,18,False,5,False,1,27.7,29.0,45.0,30.6,185,243,428,Saturday,Summer
4630,2011-07-16,3,0,7,19,False,5,False,1,26.8,29.0,48.0,20.9,164,242,406,Saturday,Summer
4631,2011-07-16,3,0,7,20,False,5,False,1,25.8,28.0,51.0,24.1,108,188,296,Saturday,Summer
4632,2011-07-16,3,0,7,21,False,5,False,1,24.9,27.0,58.0,24.1,85,167,252,Saturday,Summer
4633,2011-07-16,3,0,7,22,False,5,False,1,24.9,27.0,65.0,30.6,65,136,201,Saturday,Summer
4634,2011-07-16,3,0,7,23,False,5,False,1,24.0,26.0,61.0,24.1,61,107,168,Saturday,Summer
4635,2011-07-17,3,0,7,0,False,6,False,1,23.0,25.0,65.0,24.1,34,91,125,Sunday,Summer
4636,2011-07-17,3,0,7,1,False,6,False,1,22.1,24.0,69.0,20.9,16,86,102,Sunday,Summer
4637,2011-07-17,3,0,7,2,False,6,False,1,22.1,24.0,69.0,24.1,28,66,94,Sunday,Summer
4638,2011-07-17,3,0,7,3,False,6,False,1,22.1,24.0,69.0,24.1,21,26,47,Sunday,Summer
4639,2011-07-17,3,0,7,4,False,6,False,1,21.1,23.0,73.0,17.7,4,6,10,Sunday,Summer
4640,2011-07-17,3,0,7,5,False,6,False,1,22.1,24.0,69.0,24.1,4,8,12,Sunday,Summer
4641,2011-07-17,3,0,7,6,False,6,False,1,21.1,23.0,73.0,17.7,10,11,21,Sunday,Summer
4642,2011-07-17,3,0,7,7,False,6,False,1,22.1,24.0,73.0,17.7,20,30,50,Sunday,Summer
4643,2011-07-17,3,0,7,8,False,6,False,1,24.0,26.0,65.0,24.1,45,73,118,Sunday,Summer
4644,2011-07-17,3,0,7,9,False,6,False,1,25.8,28.0,58.0,24.1,74,110,184,Sunday,Summer
4645,2011-07-17,3,0,7,10,False,6,False,1,26.8,29.0,60.0,24.1,127,177,304,Sunday,Summer
4646,2011-07-17,3,0,7,11,False,6,False,1,27.7,30.0,55.0,30.6,147,244,391,Sunday,Summer
4647,2011-07-17,3,0,7,12,False,6,False,1,27.7,30.0,55.0,30.6,177,243,420,Sunday,Summer
4648,2011-07-17,3,0,7,13,False,6,False,1,29.6,33.0,49.0,32.2,200,272,472,Sunday,Summer
4649,2011-07-17,3,0,7,14,False,6,False,1,29.6,33.0,49.0,38.6,168,262,430,Sunday,Summer
4650,2011-07-17,3,0,7,15,False,6,False,1,30.5,33.0,43.0,32.2,129,195,324,Sunday,Summer
4651,2011-07-17,3,0,7,16,False,6,False,1,29.6,32.0,46.0,32.2,129,188,317,Sunday,Summer
4652,2011-07-17,3,0,7,17,False,6,False,1,29.6,33.0,49.0,41.8,133,236,369,Sunday,Summer
4653,2011-07-17,3,0,7,18,False,6,False,1,29.6,32.0,46.0,32.2,147,243,390,Sunday,Summer
4654,2011-07-17,3,0,7,19,False,6,False,1,27.7,30.0,55.0,30.6,145,234,379,Sunday,Summer
4655,2011-07-17,3,0,7,20,False,6,False,1,27.7,31.0,58.0,27.4,85,177,262,Sunday,Summer
4656,2011-07-17,3,0,7,21,False,6,False,1,26.8,29.0,62.0,24.1,59,148,207,Sunday,Summer
4657,2011-07-17,3,0,7,22,False,6,False,1,25.8,29.0,66.0,24.1,65,116,181,Sunday,Summer
4658,2011-07-17,3,0,7,23,False,6,False,1,24.9,28.0,74.0,14.5,39,54,93,Sunday,Summer
4659,2011-07-18,3,0,7,0,False,0,True,1,24.9,28.0,74.0,14.5,21,30,51,Monday,Summer
4660,2011-07-18,3,0,7,1,False,0,True,1,24.9,28.0,74.0,24.1,17,8,25,Monday,Summer
4661,2011-07-18,3,0,7,2,False,0,True,1,23.0,24.0,83.0,24.1,2,8,10,Monday,Summer
4662,2011-07-18,3,0,7,3,False,0,True,1,23.0,24.0,78.0,20.9,3,4,7,Monday,Summer
4663,2011-07-18,3,0,7,4,False,0,True,1,22.1,23.0,78.0,17.7,1,3,4,Monday,Summer
4664,2011-07-18,3,0,7,5,False,0,True,1,22.1,23.0,78.0,11.3,2,15,17,Monday,Summer
4665,2011-07-18,3,0,7,6,False,0,True,1,22.1,22.0,83.0,11.3,10,95,105,Monday,Summer
4666,2011-07-18,3,0,7,7,False,0,True,1,24.0,26.0,74.0,24.1,22,255,277,Monday,Summer
4667,2011-07-18,3,0,7,8,False,0,True,1,24.9,27.0,70.0,20.9,18,329,347,Monday,Summer
4668,2011-07-18,3,0,7,9,False,0,True,1,26.8,30.0,67.0,24.1,33,170,203,Monday,Summer
4669,2011-07-18,3,0,7,10,False,0,True,1,27.7,31.0,62.0,20.9,52,78,130,Monday,Summer
4670,2011-07-18,3,0,7,11,False,0,True,1,29.6,34.0,55.0,9.7,42,99,141,Monday,Summer
4671,2011-07-18,3,0,7,12,False,0,True,1,29.6,35.0,59.0,20.9,39,126,165,Monday,Summer
4672,2011-07-18,3,0,7,13,False,0,True,1,30.5,36.0,56.0,27.4,27,125,152,Monday,Summer
4673,2011-07-18,3,0,7,14,False,0,True,1,30.5,36.0,56.0,35.4,32,106,138,Monday,Summer
4674,2011-07-18,3,0,7,15,False,0,True,1,31.5,37.0,53.0,35.4,53,111,164,Monday,Summer
4675,2011-07-18,3,0,7,16,False,0,True,1,31.5,37.0,53.0,30.6,45,220,265,Monday,Summer
4676,2011-07-18,3,0,7,17,False,0,True,1,31.5,36.0,49.0,35.4,72,473,545,Monday,Summer
4677,2011-07-18,3,0,7,18,False,0,True,1,30.5,35.0,49.0,38.6,80,478,558,Monday,Summer
4678,2011-07-18,3,0,7,19,False,0,True,1,29.6,34.0,55.0,24.1,63,335,398,Monday,Summer
4679,2011-07-18,3,0,7,20,False,0,True,1,28.7,33.0,59.0,24.1,91,232,323,Monday,Summer
4680,2011-07-18,3,0,7,21,False,0,True,1,26.8,30.0,66.0,20.9,48,154,202,Monday,Summer
4681,2011-07-18,3,0,7,22,False,0,True,1,27.7,32.0,66.0,24.1,36,104,140,Monday,Summer
4682,2011-07-18,3,0,7,23,False,0,True,1,26.8,30.0,66.0,17.7,32,59,91,Monday,Summer
4683,2011-07-19,3,0,7,0,False,1,True,1,26.8,30.0,66.0,11.3,25,26,51,Tuesday,Summer
4684,2011-07-19,3,0,7,1,False,1,True,2,26.8,30.0,66.0,14.5,7,6,13,Tuesday,Summer
4685,2011-07-19,3,0,7,2,False,1,True,1,25.8,29.0,70.0,17.7,9,4,13,Tuesday,Summer
4686,2011-07-19,3,0,7,3,False,1,True,1,25.8,29.0,70.0,17.7,2,1,3,Tuesday,Summer
4687,2011-07-19,3,0,7,4,False,1,True,1,25.8,29.0,70.0,14.5,1,4,5,Tuesday,Summer
4688,2011-07-19,3,0,7,5,False,1,True,2,24.9,28.0,74.0,11.3,0,19,19,Tuesday,Summer
4689,2011-07-19,3,0,7,6,False,1,True,2,25.8,30.0,74.0,11.3,8,126,134,Tuesday,Summer
4690,2011-07-19,3,0,7,7,False,1,True,2,26.8,30.0,70.0,17.7,28,287,315,Tuesday,Summer
4691,2011-07-19,3,0,7,8,False,1,True,2,27.7,32.0,70.0,17.7,31,381,412,Tuesday,Summer
4692,2011-07-19,3,0,7,9,False,1,True,2,29.6,36.0,63.0,14.5,22,177,199,Tuesday,Summer
4693,2011-07-19,3,0,7,10,False,1,True,2,30.5,36.0,56.0,17.7,29,112,141,Tuesday,Summer
4694,2011-07-19,3,0,7,11,False,1,True,1,30.5,37.0,59.0,0.0,29,98,127,Tuesday,Summer
4695,2011-07-19,3,0,7,12,False,1,True,1,31.5,38.0,56.0,9.7,26,127,153,Tuesday,Summer
4696,2011-07-19,3,0,7,13,False,1,True,1,32.4,39.0,53.0,11.3,33,139,172,Tuesday,Summer
4697,2011-07-19,3,0,7,14,False,1,True,1,32.4,38.0,50.0,20.9,41,111,152,Tuesday,Summer
4698,2011-07-19,3,0,7,15,False,1,True,1,33.4,38.0,44.0,20.9,48,110,158,Tuesday,Summer
4699,2011-07-19,3,0,7,16,False,1,True,1,34.3,40.0,42.0,32.2,61,216,277,Tuesday,Summer
4700,2011-07-19,3,0,7,17,False,1,True,1,29.6,37.0,66.0,0.0,68,445,513,Tuesday,Summer
4701,2011-07-19,3,0,7,18,False,1,True,1,29.6,37.0,66.0,14.5,80,450,530,Tuesday,Summer
4702,2011-07-19,3,0,7,19,False,1,True,1,27.7,33.0,75.0,20.9,54,334,388,Tuesday,Summer
4703,2011-07-19,3,0,7,20,False,1,True,1,26.8,32.0,74.0,9.7,48,229,277,Tuesday,Summer
4704,2011-07-19,3,0,7,21,False,1,True,1,26.8,31.0,74.0,14.5,47,194,241,Tuesday,Summer
4705,2011-07-19,3,0,7,22,False,1,True,1,26.8,31.0,74.0,0.0,36,120,156,Tuesday,Summer
4706,2011-07-19,3,0,7,23,False,1,True,3,25.8,30.0,79.0,17.7,19,73,92,Tuesday,Summer
4707,2011-07-20,3,0,7,0,False,2,True,1,24.9,28.0,84.0,11.3,11,29,40,Wednesday,Summer
4708,2011-07-20,3,0,7,1,False,2,True,1,24.9,28.0,84.0,0.0,4,7,11,Wednesday,Summer
4709,2011-07-20,3,0,7,2,False,2,True,1,24.9,28.0,84.0,0.0,2,7,9,Wednesday,Summer
4710,2011-07-20,3,0,7,3,False,2,True,1,24.9,28.0,84.0,11.3,2,4,6,Wednesday,Summer
4711,2011-07-20,3,0,7,4,False,2,True,1,24.0,26.0,83.0,0.0,0,4,4,Wednesday,Summer
4712,2011-07-20,3,0,7,5,False,2,True,1,24.0,26.0,83.0,11.3,4,19,23,Wednesday,Summer
4713,2011-07-20,3,0,7,6,False,2,True,2,24.0,26.0,89.0,11.3,5,111,116,Wednesday,Summer
4714,2011-07-20,3,0,7,7,False,2,True,2,24.9,28.0,84.0,11.3,27,276,303,Wednesday,Summer
4715,2011-07-20,3,0,7,8,False,2,True,1,26.8,31.0,74.0,0.0,34,404,438,Wednesday,Summer
4716,2011-07-20,3,0,7,9,False,2,True,1,26.8,30.0,70.0,9.7,28,181,209,Wednesday,Summer
4717,2011-07-20,3,0,7,10,False,2,True,1,27.7,32.0,70.0,0.0,34,76,110,Wednesday,Summer
4718,2011-07-20,3,0,7,11,False,2,True,1,29.6,36.0,63.0,9.7,26,116,142,Wednesday,Summer
4719,2011-07-20,3,0,7,12,False,2,True,1,30.5,37.0,59.0,0.0,28,121,149,Wednesday,Summer
4720,2011-07-20,3,0,7,13,False,2,True,1,31.5,38.0,56.0,20.9,23,97,120,Wednesday,Summer
4721,2011-07-20,3,0,7,14,False,2,True,1,32.4,39.0,53.0,24.1,44,83,127,Wednesday,Summer
4722,2011-07-20,3,0,7,15,False,2,True,1,32.4,38.0,50.0,17.7,36,102,138,Wednesday,Summer
4723,2011-07-20,3,0,7,16,False,2,True,1,31.5,38.0,56.0,0.0,30,204,234,Wednesday,Summer
4724,2011-07-20,3,0,7,17,False,2,True,1,31.5,39.0,59.0,20.9,50,405,455,Wednesday,Summer
4725,2011-07-20,3,0,7,18,False,2,True,1,31.5,39.0,59.0,24.1,68,429,497,Wednesday,Summer
4726,2011-07-20,3,0,7,19,False,2,True,1,30.5,40.0,67.0,17.7,59,323,382,Wednesday,Summer
4727,2011-07-20,3,0,7,20,False,2,True,1,29.6,39.0,75.0,24.1,45,264,309,Wednesday,Summer
4728,2011-07-20,3,0,7,21,False,2,True,1,29.6,37.0,66.0,17.7,33,209,242,Wednesday,Summer
4729,2011-07-20,3,0,7,22,False,2,True,1,28.7,35.0,70.0,24.1,25,144,169,Wednesday,Summer
4730,2011-07-20,3,0,7,23,False,2,True,1,27.7,33.0,75.0,27.4,26,73,99,Wednesday,Summer
4731,2011-07-21,3,0,7,0,False,3,True,2,27.7,33.0,75.0,20.9,13,29,42,Thursday,Summer
4732,2011-07-21,3,0,7,1,False,3,True,2,26.8,32.0,84.0,24.1,5,16,21,Thursday,Summer
4733,2011-07-21,3,0,7,2,False,3,True,2,26.8,32.0,84.0,24.1,2,4,6,Thursday,Summer
4734,2011-07-21,3,0,7,3,False,3,True,2,26.8,31.0,79.0,14.5,1,5,6,Thursday,Summer
4735,2011-07-21,3,0,7,4,False,3,True,2,25.8,31.0,84.0,11.3,0,4,4,Thursday,Summer
4736,2011-07-21,3,0,7,5,False,3,True,2,25.8,31.0,84.0,11.3,2,16,18,Thursday,Summer
4737,2011-07-21,3,0,7,6,False,3,True,2,25.8,31.0,84.0,11.3,6,111,117,Thursday,Summer
4738,2011-07-21,3,0,7,7,False,3,True,2,26.8,32.0,84.0,14.5,23,251,274,Thursday,Summer
4739,2011-07-21,3,0,7,8,False,3,True,2,27.7,34.0,79.0,17.7,23,358,381,Thursday,Summer
4740,2011-07-21,3,0,7,9,False,3,True,2,29.6,38.0,75.0,27.4,34,166,200,Thursday,Summer
4741,2011-07-21,3,0,7,10,False,3,True,2,30.5,41.0,71.0,24.1,31,47,78,Thursday,Summer
4742,2011-07-21,3,0,7,11,False,3,True,2,32.4,43.0,63.0,32.2,27,79,106,Thursday,Summer
4743,2011-07-21,3,0,7,12,False,3,True,1,33.4,43.0,56.0,35.4,29,106,135,Thursday,Summer
4744,2011-07-21,3,0,7,13,False,3,True,1,33.4,43.0,56.0,32.2,21,81,102,Thursday,Summer
4745,2011-07-21,3,0,7,14,False,3,True,1,34.3,43.0,50.0,38.6,50,97,147,Thursday,Summer
4746,2011-07-21,3,0,7,15,False,3,True,1,34.3,45.0,53.0,27.4,40,93,133,Thursday,Summer
4747,2011-07-21,3,0,7,16,False,3,True,1,35.2,45.0,48.0,30.6,43,167,210,Thursday,Summer
4748,2011-07-21,3,0,7,17,False,3,True,1,35.2,44.0,45.0,32.2,40,374,414,Thursday,Summer
4749,2011-07-21,3,0,7,18,False,3,True,1,34.3,43.0,50.0,30.6,39,343,382,Thursday,Summer
4750,2011-07-21,3,0,7,19,False,3,True,1,32.4,45.0,67.0,30.6,51,233,284,Thursday,Summer
4751,2011-07-21,3,0,7,20,False,3,True,1,31.5,43.0,71.0,24.1,38,199,237,Thursday,Summer
4752,2011-07-21,3,0,7,21,False,3,True,1,30.5,43.0,75.0,24.1,38,187,225,Thursday,Summer
4753,2011-07-21,3,0,7,22,False,3,True,1,30.5,41.0,71.0,17.7,36,113,149,Thursday,Summer
4754,2011-07-21,3,0,7,23,False,3,True,1,29.6,38.0,71.0,17.7,40,73,113,Thursday,Summer
4755,2011-07-22,3,0,7,0,False,4,True,1,30.5,39.0,63.0,14.5,9,51,60,Friday,Summer
4756,2011-07-22,3,0,7,1,False,4,True,1,29.6,36.0,63.0,0.0,7,17,24,Friday,Summer
4757,2011-07-22,3,0,7,2,False,4,True,1,28.7,37.0,79.0,14.5,0,14,14,Friday,Summer
4758,2011-07-22,3,0,7,3,False,4,True,1,28.7,36.0,75.0,11.3,1,6,7,Friday,Summer
4759,2011-07-22,3,0,7,4,False,4,True,1,27.7,33.0,75.0,11.3,8,5,13,Friday,Summer
4760,2011-07-22,3,0,7,5,False,4,True,1,26.8,31.0,79.0,11.3,2,17,19,Friday,Summer
4761,2011-07-22,3,0,7,6,False,4,True,1,27.7,33.0,75.0,9.7,13,83,96,Friday,Summer
4762,2011-07-22,3,0,7,7,False,4,True,2,29.6,37.0,66.0,11.3,20,232,252,Friday,Summer
4763,2011-07-22,3,0,7,8,False,4,True,2,31.5,40.0,63.0,17.7,30,292,322,Friday,Summer
4764,2011-07-22,3,0,7,9,False,4,True,1,32.4,43.0,63.0,9.7,31,177,208,Friday,Summer
4765,2011-07-22,3,0,7,10,False,4,True,1,34.3,45.0,53.0,9.7,32,83,115,Friday,Summer
4766,2011-07-22,3,0,7,11,False,4,True,1,34.3,43.0,50.0,11.3,23,86,109,Friday,Summer
4767,2011-07-22,3,0,7,12,False,4,True,1,36.2,47.0,48.0,17.7,20,95,115,Friday,Summer
4768,2011-07-22,3,0,7,13,False,4,True,1,36.2,49.0,51.0,17.7,25,98,123,Friday,Summer
4769,2011-07-22,3,0,7,14,False,4,True,1,37.1,50.0,48.0,32.2,24,77,101,Friday,Summer
4770,2011-07-22,3,0,7,15,False,4,True,1,36.2,49.0,51.0,32.2,32,101,133,Friday,Summer
4771,2011-07-22,3,0,7,16,False,4,True,3,34.3,39.0,39.0,32.2,29,153,182,Friday,Summer
4772,2011-07-22,3,0,7,17,False,4,True,1,33.4,40.0,47.0,11.3,35,271,306,Friday,Summer
4773,2011-07-22,3,0,7,18,False,4,True,1,34.3,38.0,37.0,17.7,34,250,284,Friday,Summer
4774,2011-07-22,3,0,7,19,False,4,True,2,32.4,36.0,41.0,11.3,40,210,250,Friday,Summer
4775,2011-07-22,3,0,7,20,False,4,True,1,31.5,38.0,56.0,0.0,46,166,212,Friday,Summer
4776,2011-07-22,3,0,7,21,False,4,True,1,30.5,37.0,59.0,9.7,38,152,190,Friday,Summer
4777,2011-07-22,3,0,7,22,False,4,True,2,31.5,36.0,49.0,9.7,44,105,149,Friday,Summer
4778,2011-07-22,3,0,7,23,False,4,True,1,29.6,36.0,63.0,20.9,19,84,103,Friday,Summer
4779,2011-07-23,3,0,7,0,False,5,False,1,30.5,36.0,56.0,0.0,16,85,101,Saturday,Summer
4780,2011-07-23,3,0,7,1,False,5,False,1,30.5,35.0,52.0,11.3,13,57,70,Saturday,Summer
4781,2011-07-23,3,0,7,2,False,5,False,1,30.5,35.0,52.0,0.0,13,48,61,Saturday,Summer
4782,2011-07-23,3,0,7,3,False,5,False,1,28.7,34.0,66.0,9.7,6,16,22,Saturday,Summer
4783,2011-07-23,3,0,7,4,False,5,False,1,27.7,32.0,66.0,11.3,5,4,9,Saturday,Summer
4784,2011-07-23,3,0,7,5,False,5,False,1,27.7,31.0,62.0,14.5,1,6,7,Saturday,Summer
4785,2011-07-23,3,0,7,6,False,5,False,1,29.6,33.0,52.0,14.5,6,19,25,Saturday,Summer
4786,2011-07-23,3,0,7,7,False,5,False,1,29.6,33.0,52.0,11.3,7,38,45,Saturday,Summer
4787,2011-07-23,3,0,7,8,False,5,False,1,31.5,36.0,49.0,27.4,24,85,109,Saturday,Summer
4788,2011-07-23,3,0,7,9,False,5,False,1,31.5,36.0,49.0,17.7,30,102,132,Saturday,Summer
4789,2011-07-23,3,0,7,10,False,5,False,1,32.4,36.0,41.0,24.1,61,137,198,Saturday,Summer
